Name          #image blur_depth	#image blur_depth
Abdullah_Gul	13	2	14	1
Abdullah_Gul	13	3	16	4
Abdullatif_Sener	1	1	2	3
Adel_Al-Jubeir	1	2	3	3
Greg_Ostertag	1	0	2	3
Gregory_Hines	1	2	2	2
Gus_Van_Sant	1	3	2	1
Gwendal_Peizerat	1	3	2	0
Gwyneth_Paltrow	4	1	5	4
Harry_Kalas	1	1	2	4
Hassan_Wirajuda	1	3	2	3
Heather_Mills	3	3	4	4
Heidi_Fleiss	1	4	3	3
Heidi_Fleiss	1	2	4	2
Hermann_Maier	1	0	2	3
Horst_Koehler	1	0	3	1
Ian_Thorpe	2	4	7	3
Ian_Thorpe	3	2	10	3
Ian_Thorpe	6	1	8	3
Isabella_Rossellini	1	0	2	3
Isabelle_Huppert	1	2	2	0
Ismail_Merchant	1	4	2	3
Jack_Grubman	1	4	2	2
Jack_Nicholson	2	1	3	0
Jacques_Chirac	22	0	44	3
Jacques_Chirac	30	2	33	2
Jacques_Chirac	31	4	52	1
Jacques_Rogge	4	4	6	1
Jake_Gyllenhaal	2	3	4	2
Jake_Gyllenhaal	3	4	4	1
James_Butts	1	3	2	3
James_Franco	1	0	2	4
James_Kelly	4	1	11	3
James_Kelly	9	4	11	4
James_Kopp	1	2	3	0
James_Kopp	2	2	3	1
James_Maguire	1	4	2	1
James_Smith	1	1	2	1
Jan_Ullrich	2	1	3	4
Jan_Ullrich	2	1	5	0
Janica_Kostelic	1	4	2	2
Javier_Weber	1	4	2	2
Javier_Weber	1	3	3	3
Jean-Claude_Juncker	1	2	2	4
Jean-Claude_Trichet	1	2	2	4
Jean-Marc_de_La_Sabliere	1	1	2	3
Jean-Pierre_Raffarin	2	0	6	0
Jean_Carnahan	1	2	2	1
Jefferson_Perez	1	1	2	1
Jennifer_Capriati	3	4	13	4
Jennifer_Capriati	24	2	29	2
Jennifer_Connelly	1	2	4	2
Jennifer_Connelly	3	0	4	0
Jennifer_Keller	2	3	4	4
Jennifer_Keller	3	3	4	1
Jeong_Se-hyun	4	1	5	3
Jeremy_Shockey	1	1	2	0
Zoran_Djindjic	3	2	4	3
Mary_Landrieu	1	2	Robert_Gordon_Card	1	3
Maryn_McKenna	1	1	Shawn_Marion	1	4
Maryn_McKenna	1	2	Tim_Pawlenty	1	0
Masum_Turker	1	1	Norman_Mineta	1	4
Matt_Dillon	1	4	Regina_Ip	1	4
Matthias_Sammer	1	1	Robbie_Naish	1	2
Melissa_Etheridge	2	2	Teri_Files	1	1
Michael_J_Sheehan	1	2	Michael_Smith_Foster	1	2
Michael_Linscott	1	1	Robin_Tunney	1	2
Michael_Phelps	5	2	Pat_Burns	2	4
Michael_Sheehan	1	2	Vincent_Cianci_Jr	1	1
Michael_Smith_Foster	1	2	Rupert_Murdoch	1	3
Michelle_Yeoh	5	2	Shoshannah_Stern	1	3
Miguel_Aldana_Ibarra	1	3	Mikhail_Gorbachev	1	3
Miguel_Jimenez	1	3	Paris_Hilton	1	2
Mike_Helton	2	4	Reggie_Lewis	1	0
Mike_Leach	1	3	Thomas_Haeggstroem	1	2
Mike_Maroth	1	3	Stefan_Holm	1	1
Mike_Slive	1	0	Paul_Sarbanes	3	1
Mikhail_Youzhny	2	1	Vince_Dooley	1	1
Mikulas_Dzurinda	2	1	Shirley_Jones	1	0
Miles_Stewart	1	0	Yasushi_Akashi	1	4
Mirela_Manjani	1	0	Robert_Woody_Johnson	1	1
Mitchell_McLaughlin	1	4	Timothy_Goebel	1	4
Mohammed_Baqir_al-Hakim	3	2	Neil_Goldman	1	2
Mona_Ayoub	1	3	Todd_Parrott	1	3
Mufti_Mohammad_Syed	1	3	Ralf_Schumacher	4	2
Nathalie_Gagnon	1	2	Rupert_Grint	2	2
Neil_Goldman	1	3	Niall_Connolly	1	1
Nick_Reilly	1	1	Tassos_Papadopoulos	1	0
Nicolas_Sarkozy	1	4	Shanna_Zolman	1	3
Norm_Coleman	2	0	Osmond_Smith	1	0
Norman_Mailer	1	4	Steven_Curtis_Chapman	1	1
Oliver_Neuville	1	4	Shawn_Marion	1	3
Park_Jie-won	1	4	Steve_Patterson	1	0
Patty_Sheehan	1	1	William_Nessen	1	2
Paul_Hogan	1	2	Thomas_Watjen	1	0
Paul_Hogan	1	3	William_Martin	1	4
Paul_Kariya	1	0	Shannon_OBrien	2	4
Paul_Martin	1	0	Stephanie_Cohen_Aloro	1	1
Paul_Michael_Daniels	1	3	Simon_Chalk	1	2
Paul_Schrader	1	4	Teri_Files	1	1
Paula_Prentiss	1	1	Thomas_Mesereau_Jr	1	2
Pedro_Martinez	1	0	Stephen_Glassroth	1	2
Peter_Fitzgerald	1	0	Zelma_Novelo	1	4
Phil_Jackson	1	0	Richard_Penniman	1	3
Phillipe_Comtois	1	0	Richard_Carl	1	4
Pierre_Boulanger	1	0	Shania_Twain	1	1
Princess_Diana	1	4	Steffi_Graf	2	3
Priscilla_Presley	1	0	Sergey_Lavrov	5	4
Priscilla_Presley	1	4	Victoria_Beckham	3	3
Richard_Butler	1	3	Victoria_Beckham	1	1
Richard_Pennington	1	2	Stacy_Nelson	1	0
Rick_Caruso	1	4	Steve_Wariner	1	1
Rick_Perry	6	3	Svetlana_Koroleva	1	1
Ricky_Cottrill	1	3	Sananda_Maitreya	1	1
Robert_Flodquist	1	2	Winona_Ryder	11	4
Rod_Stewart	1	4	Tom_Scully	1	3
Rod_Stewart	3	4	Se_Hyuk_Joo	1	2
Rod_Thorn	1	1	Yves_Brodeur	1	4
Ron_Howard	1	0	Tim_Pawlenty	1	0
Ronaldo_Luis_Nazario_de_Lima	1	3	Samuel_Waksal	2	4
Sami_Al-Arian	1	3	Tommy_Lasorda	1	1
Sarah_Canale	1	1	Steven_Curtis_Chapman	1	1
Sasha_Cohen	1	1	Valery_Giscard_dEstaing	5	2
Scott_Dalton	1	2	Tamara_Mowry	1	3
Sergio_Castellitto	1	0	Steve_Lavin	5	1
Seth_Gorney	1	2	Wilton_Gregory	1	2
Shane_Mosley	1	3	Stacey_Dales-Schuman	1	3
Sheila_Taormina	1	1	Stephan_Eberharter	1	0
Stefano_Gabbana	1	3	Tang_Jiaxuan	3	3
Steve_Wariner	1	1	Toshi_Izawa	1	0
Steve_Zahn	1	0	Tab_Baldwin	1	3
Susan_Whelan	1	0	Wolfgang_Schneiderhan	1	4
Takeo_Fukui	1	0	Will_Ofenheusle	1	4
Tamara_Mowry	1	1	Zach_Parise	1	2
Tatiana_Kennedy_Schlossberg	1	1	Thomas_Watjen	1	0
Todd_Petit	1	1	Vicente_Fernandez	3	4
